favorite_count,retweet_count,tweet_id
24136.0,6174.0,831939777352105988
338.0,34.0,831926988323639298
27788.0,6548.0,831911600680497154
10506.0,1834.0,831670449226514432
7188.0,1940.0,831650051525054464
9030.0,2326.0,831552930092285952
9325.0,1563.0,831322785565769729
6585.0,1134.0,831315979191906304
11826.0,2481.0,831309418084069378
11986.0,2064.0,831262627380748289
8026.0,1508.0,830956169170665475
67307.0,16896.0,830583320585068544
0.0,5721.0,830173239259324417
9875.0,2973.0,830097400375152640
0.0,5056.0,829878982036299777
12320.0,1964.0,829861396166877184
31986.0,10684.0,829501995190984704
10536.0,2041.0,829449946868879360
10536.0,2041.0,829449946868879360
24583.0,7411.0,829141528400556032
53476.0,16428.0,829011960981237760
0.0,3444.0,828801551087042563
25769.0,5920.0,828770345708580865
36781.0,11273.0,828708714936930305
9589.0,1363.0,828650029636317184
6400.0,1174.0,828409743546925057
7733.0,1304.0,828408677031882754
12688.0,2232.0,828381636999917570
7441.0,1082.0,828376505180889089
12650.0,2969.0,828372645993398273
2214.0,173.0,828361771580813312
11841.0,2897.0,828046555563323392
10435.0,2169.0,828011680017821696
20281.0,5296.0,827933404142436356
15621.0,3042.0,827653905312006145
7508.0,953.0,827600520311402496
15998.0,3082.0,827324948884643840
15998.0,3082.0,827324948884643840
10676.0,2242.0,827199976799354881
21771.0,5056.0,826958653328592898
36691.0,10273.0,826848821049180160
0.0,4030.0,826615380357632002
5158.0,255.0,826598799820865537
10141.0,2369.0,826598365270007810
18584.0,4235.0,826476773533745153
13427.0,2636.0,826240494070030336
4926.0,935.0,826204788643753985
15812.0,3172.0,826115272272650244
10578.0,1895.0,825876512159186944
12850.0,2518.0,825829644528148480
57364.0,17716.0,825535076884762624
18501.0,4599.0,825147591692263424
0.0,1278.0,825120256414846976
6374.0,1278.0,825026590719483904
0.0,5557.0,824796380199809024
15088.0,3562.0,824775126675836928
10625.0,1790.0,824663926340194305
11952.0,10637.0,824325613288833024
15224.0,3918.0,824297048279236611
4879.0,604.0,824025158776213504
10741.0,2741.0,823939628516474880
0.0,11343.0,823719002937630720
14146.0,2553.0,823699002998870016
13172.0,2659.0,823581115634085888
706.0,25.0,823333489516937216
15907.0,4083.0,823322678127919110
0.0,10022.0,823269594223824897
17496.0,3496.0,822975315408461824
133085.0,43835.0,822872901745569793
13438.0,2312.0,822859134160621569
0.0,6495.0,822647212903690241
14996.0,2997.0,822610361945911296
18377.0,6495.0,822489057087389700
28391.0,14513.0,822462944365645825
35374.0,10022.0,822244816520155136
0.0,4843.0,822163064745328640
11464.0,2351.0,821886076407029760
0.0,3400.0,821813639212650496
8518.0,1678.0,821765923262631936
8133.0,1790.0,821522889702862852
0.0,5676.0,821421320206483457
11929.0,4404.0,821407182352777218
259.0,10.0,821153421864615936
8759.0,2021.0,821149554670182400
9720.0,2166.0,821107785811234820
12818.0,2314.0,821044531881721856
0.0,6837.0,820837357901512704
31983.0,10047.0,820749716845686786
12373.0,3281.0,820690176645140481
0.0,572.0,820494788566847489
0.0,2606.0,820446719150292993
3391.0,572.0,820314633777061888
20090.0,6393.0,820078625395449857
0.0,1194.0,820013781606658049
5406.0,1194.0,819952236453363712
13070.0,4942.0,819924195358416896
13586.0,3166.0,819711362133872643
9768.0,2020.0,819588359383371776
7320.0,1227.0,819347104292290561
2303.0,412.0,819238181065359361
23408.0,6837.0,819227688460238848
0.0,37418.0,819015337530290176
0.0,19251.0,819015331746349057
45928.0,19251.0,819006400881917954
88115.0,37418.0,819004803107983360
0.0,21351.0,818646164899774465
22731.0,7662.0,818627210458333184
9987.0,2609.0,818614493328580609
0.0,6257.0,818588835076603904
11054.0,2502.0,818536468981415936
0.0,8232.0,818307523543449600
11183.0,2307.0,818259473185828864
12482.0,2614.0,818145370475810820
4932.0,818.0,817908911860748288
52464.0,27528.0,817827839487737858
10908.0,2738.0,817777686764523521
11953.0,3020.0,817536400337801217
0.0,3450.0,817502432452313088
34384.0,14984.0,817423860136083457
5692.0,970.0,817415592588222464
0.0,8611.0,817181837579653120
8911.0,2059.0,817171292965273600
12401.0,2647.0,817120970343411712
8727.0,1675.0,817056546584727552
0.0,4789.0,816829038950027264
10180.0,2077.0,816816676327063552
9957.0,2236.0,816697700272001025
30958.0,8232.0,816450570814898180
8741.0,1980.0,816336735214911488
9073.0,2183.0,816091915477250048
0.0,1041.0,816062466425819140
0.0,5379.0,816014286006976512
5034.0,1041.0,815990720817401858
22778.0,8611.0,815966073409433600
0.0,4214.0,815745968457060357
10011.0,2310.0,815736392542261248
8361.0,1678.0,815639385530101762
10543.0,3877.0,815390420867969024
7775.0,1300.0,814986499976527872
11462.0,2749.0,814638523311648768
0.0,5947.0,814578408554463233
8803.0,1904.0,814530161257443328
29265.0,8850.0,814153002265309185
0.0,3245.0,813944609378369540
9455.0,1904.0,813910438903693312
37055.0,14250.0,813812741911748608
8461.0,1801.0,813800681631023104
18979.0,7439.0,813217897535406080
9401.0,1843.0,813202720496779264
20243.0,4456.0,813187593374461952
9442.0,1966.0,813172488309972993
7908.0,2258.0,813157409116065792
8620.0,2432.0,813142292504645637
4556.0,456.0,813130366689148928
12063.0,3194.0,813127251579564032
10492.0,2799.0,813112105746448384
10759.0,3692.0,813096984823349248
10067.0,2832.0,813081950185472002
8095.0,1995.0,813066809284972545
21369.0,7513.0,813051746834595840
7716.0,1947.0,812781120811126785
7716.0,1947.0,812781120811126785
6741.0,1463.0,812709060537683968
6191.0,1245.0,812503143955202048
8114.0,1976.0,812466873996607488
13906.0,3737.0,812372279581671427
7391.0,1432.0,811985624773361665
7679.0,1634.0,811744202451197953
5718.0,760.0,811647686436880384
13007.0,3150.0,811627233043480576
21317.0,6514.0,811386762094317568
5441.0,1466.0,810984652412424192
9186.0,1809.0,810896069567610880
11182.0,2707.0,810657578271330305
35969.0,11548.0,810284430598270976
14992.0,3444.0,810254108431155201
15828.0,4030.0,809920764300447744
0.0,5004.0,809808892968534016
7065.0,1499.0,809448704142938112
20315.0,5721.0,809220051211603969
13503.0,3607.0,809084759137812480
10308.0,3112.0,808838249661788160
8054.0,2214.0,808733504066486276
11516.0,2664.0,808501579447930884
43426.0,21351.0,808344865868283904
0.0,6068.0,808134635716833280
8963.0,2253.0,808106460588765185
12777.0,3610.0,808001312164028416
14866.0,3708.0,807621403335917568
120714.0,56719.0,807106840509214720
0.0,7510.0,807059379405148160
13334.0,3947.0,807010152071229440
76255.0,35478.0,806629075125202948
0.0,5658.0,806620845233815552
4990.0,1990.0,806576416489959424
10425.0,2406.0,806542213899489280
0.0,11901.0,806242860592926720
6560.0,1219.0,806219024703037440
0.0,5492.0,805958939288408065
8440.0,1960.0,805932879469572096
6698.0,1869.0,805826884734976000
0.0,8217.0,805823200554876929
5866.0,1692.0,805520635690676224
8964.0,2575.0,805487436403003392
7983.0,1755.0,805207613751304193
13960.0,3908.0,804738756058218496
6265.0,2065.0,804475857670639616
0.0,3306.0,804413760345620481
45397.0,16538.0,804026241225523202
10269.0,2808.0,803773340896923648
0.0,7594.0,803692223237865472
11166.0,4230.0,803638050916102144
7930.0,1904.0,803380650405482500
0.0,5448.0,803321560782307329
10233.0,2512.0,803276597545603072
9196.0,2057.0,802952499103731712
0.0,2978.0,802624713319034886
7243.0,1504.0,802600418706604034
9109.0,2570.0,802572683846291456
16547.0,5969.0,802323869084381190
6905.0,1409.0,802265048156610565
6905.0,1409.0,802265048156610565
9259.0,2683.0,802239329049477120
0.0,279.0,802185808107208704
7897.0,1751.0,801958328846974976
1813.0,243.0,801854953262350336
8391.0,2116.0,801538201127157760
6183.0,842.0,801285448605831168
24987.0,6068.0,801167903437357056
0.0,4040.0,801127390143516673
8238.0,2153.0,801115127852503040
695.0,98.0,800859414831898624
0.0,1647.0,800855607700029440
10763.0,2864.0,800751577355128832
13406.0,3059.0,800513324630806528
9697.0,2224.0,800459316964663297
0.0,4424.0,800443802682937345
11372.0,2874.0,800388270626521089
0.0,4034.0,800188575492947969
15595.0,2606.0,800141422401830912
28952.0,13479.0,800018252395122689
0.0,4805.0,799774291445383169
8567.0,2219.0,799757965289017345
8215.0,1970.0,799422933579902976
0.0,5604.0,799308762079035393
10091.0,2829.0,799297110730567681
8224.0,2519.0,799063482566066176
13363.0,4575.0,798933969379225600
7645.0,1475.0,798925684722855936
0.0,6797.0,798705661114773508
0.0,7973.0,798701998996647937
0.0,6659.0,798697898615730177
0.0,5079.0,798694562394996736
0.0,2388.0,798686750113755136
0.0,4825.0,798682547630837760
0.0,5673.0,798673117451325440
0.0,4002.0,798665375516884993
0.0,1895.0,798644042770751489
0.0,2021.0,798628517273620480
0.0,5855.0,798585098161549313
0.0,5986.0,798576900688019456
0.0,3427.0,798340744599797760
10636.0,2618.0,798209839306514432
11856.0,3181.0,797971864723324932
14850.0,4987.0,797545162159308800
20353.0,6744.0,797236660651966464
228.0,26.0,797165961484890113
0.0,9134.0,796904159865868288
7835.0,1957.0,796865951799083009
12086.0,3113.0,796759840936919040
0.0,7441.0,796563435802726400
7731.0,1803.0,796484825502875648
11226.0,4249.0,796387464403357696
0.0,14626.0,796177847564038144
32929.0,14626.0,796149749086875649
5065.0,1853.0,796125600683540480
9289.0,2474.0,796116448414461957
8633.0,2365.0,796080075804475393
11030.0,3799.0,796031486298386433
50687.0,24218.0,795464331001561088
10276.0,2946.0,795400264262053889
16532.0,5557.0,795076730285391872
0.0,3454.0,794983741416415232
10462.0,2364.0,794926597468000259
0.0,10551.0,794355576146903043
9768.0,2741.0,794332329137291264
9409.0,3394.0,794205286408003585
17181.0,5004.0,793962221541933056
9415.0,1915.0,793845145112371200
0.0,3211.0,793614319594401792
8145.0,1668.0,793601777308463104
10899.0,2432.0,793500921481273345
25114.0,9393.0,793286476301799424
8874.0,2449.0,793271401113350145
20384.0,8540.0,793256262322548741
10737.0,3374.0,793241302385262592
10040.0,2939.0,793226087023144960
9110.0,2865.0,793210959003287553
15607.0,5765.0,793195938047070209
7084.0,2048.0,793180763617361921
9608.0,2853.0,793165685325201412
6310.0,1742.0,793150605191548928
6560.0,2554.0,793135492858580992
12938.0,4011.0,793120401413079041
14627.0,4072.0,792913359805018113
11544.0,4367.0,792883833364439040
7497.0,1715.0,792773781206999040
13726.0,4397.0,792394556390137856
7293.0,1844.0,792050063153438720
0.0,21585.0,791821351946420224
0.0,9818.0,791784077045166082
0.0,3909.0,791780927877898241
46051.0,22725.0,791774931465953280
11981.0,3211.0,791672322847637504
13398.0,4214.0,791406955684368384
8960.0,2596.0,791312159183634433
0.0,4196.0,791026214425268224
10031.0,2181.0,790987426131050500
16972.0,4789.0,790946055508652032
0.0,2363.0,790723298204217344
8386.0,1971.0,790698755171364864
21077.0,7325.0,790581949425475584
7989.0,1921.0,790337589677002753
12806.0,3245.0,790277117346975746
0.0,3651.0,790227638568808452
9440.0,2363.0,789986466051088384
0.0,4211.0,789960241177853952
10555.0,4223.0,789903600034189313
7639.0,1809.0,789628658055020548
6895.0,1970.0,789599242079838210
11973.0,3454.0,789530877013393408
8818.0,2347.0,789314372632018944
0.0,5055.0,789280767834746880
9280.0,2661.0,789268448748703744
9906.0,2863.0,789137962068021249
27970.0,12749.0,788908386943430656
27890.0,10551.0,788765914992902144
0.0,7341.0,788552643979468800
15847.0,5391.0,788412144018661376
7361.0,2140.0,788178268662984705
6236.0,1312.0,788150585577050112
0.0,3502.0,788070120937619456
6246.0,1350.0,788039637453406209
8797.0,3115.0,787810552592695296
10450.0,2845.0,787717603741622272
11084.0,2902.0,787397959788929025
7934.0,1777.0,787322443945877504
0.0,6889.0,787111942498508800
27125.0,8141.0,786963064373534720
0.0,2470.0,786729988674449408
18590.0,6239.0,786709082849828864
10798.0,2612.0,786664955043049472
9606.0,3178.0,786595970293370880
11083.0,3585.0,786363235746385920
8109.0,2907.0,786286427768250368
15550.0,4843.0,786233965241827333
1453.0,159.0,786051337297522688
0.0,7166.0,786036967502913536
11602.0,3247.0,785927819176054784
6811.0,1856.0,785872687017132033
7980.0,2281.0,785639753186217984
9269.0,2034.0,785533386513321988
6220.0,1284.0,785515384317313025
7394.0,1676.0,785264754247995392
12250.0,4934.0,785170936622350336
10296.0,3306.0,784826020293709826
9131.0,2587.0,784517518371221505
5793.0,1293.0,784431430411685888
20448.0,8217.0,784183165795655680
30294.0,11343.0,784057939640352768
30558.0,10984.0,783839966405230592
7478.0,2008.0,783821107061198850
10643.0,3280.0,783695101801398276
8598.0,2289.0,783466772167098368
17161.0,5591.0,783391753726550016
0.0,5653.0,783347506784731136
29653.0,11901.0,783334639985389568
8292.0,2240.0,783085703974514689
24521.0,7510.0,782969140009107456
7601.0,1438.0,782747134529531904
17576.0,5492.0,782722598790725632
7922.0,1907.0,782598640137187329
16922.0,5676.0,782305867769217024
0.0,6322.0,782021823840026624
11300.0,3435.0,781955203444699136
10601.0,2772.0,781661882474196992
4056.0,1145.0,781655249211752448
21064.0,5658.0,781524693396357120
7253.0,2591.0,781308096455073793
8564.0,2116.0,781251288990355457
9960.0,2786.0,781163403222056960
21975.0,7441.0,780931614150983680
7300.0,2045.0,780858289093574656
5574.0,1324.0,780800785462489090
12298.0,3400.0,780601303617732608
6403.0,1769.0,780543529827336192
0.0,3763.0,780496263422808064
0.0,115.0,780476555013349377
5372.0,1095.0,780459368902959104
8833.0,2282.0,780192070812196864
0.0,2336.0,780092040432480260
12369.0,5058.0,780074436359819264
19195.0,7166.0,779834332596887552
8933.0,3161.0,779377524342161408
0.0,18621.0,779124354206535695
0.0,18621.0,779124354206535695
14986.0,4601.0,779056095788752897
20267.0,7327.0,778990705243029504
0.0,10060.0,778774459159379968
880.0,366.0,778764940568104960
6984.0,1335.0,778748913645780993
5856.0,1528.0,778650543019483137
4706.0,1024.0,778624900596654080
13806.0,4401.0,778408200802557953
0.0,12435.0,778396591732486144
5920.0,1120.0,778383385161035776
10532.0,3350.0,778286810187399168
8622.0,2687.0,778039087836069888
6644.0,1641.0,778027034220126208
0.0,3577.0,777953400541634568
6437.0,1651.0,777885040357281792
11391.0,2978.0,777684233540206592
0.0,4297.0,777641927919427584
8868.0,2534.0,777621514455814149
14469.0,4366.0,777189768882946048
0.0,13899.0,776819012571455488
4935.0,1231.0,776813020089548800
8937.0,2824.0,776477788987613185
0.0,9273.0,776249906839351296
30323.0,16088.0,776218204058357768
9750.0,2545.0,776201521193218049
11921.0,4424.0,776113305656188928
1860.0,153.0,776088319444877312
0.0,16765.0,775898661951791106
11871.0,2694.0,775842724423557120
14041.0,4040.0,775733305207554048
13152.0,4659.0,775729183532220416
7488.0,3015.0,775364825476165632
10294.0,3958.0,775350846108426240
10294.0,3958.0,775350846108426240
15757.0,4805.0,775085132600442880
8710.0,1811.0,774757898236878852
6820.0,1755.0,774639387460112384
22037.0,5604.0,774314403806253056
10861.0,3926.0,773985732834758656
6475.0,1770.0,773922284943896577
6684.0,1649.0,773704687002451968
5409.0,1330.0,773670353721753600
22391.0,6257.0,773547596996571136
0.0,5153.0,773336787167145985
23594.0,7572.0,773308824254029826
9569.0,3287.0,773247561583001600
10102.0,4201.0,773191612633579521
8669.0,3935.0,772877495989305348
8160.0,2380.0,772826264096874500
0.0,3425.0,772615324260794368
6578.0,1718.0,772581559778025472
6114.0,1410.0,772193107915964416
3839.0,1145.0,772152991789019136
3820.0,750.0,772117678702071809
2753.0,473.0,772114945936949249
4046.0,951.0,772102971039580160
6655.0,1930.0,771908950375665664
12137.0,3427.0,771770456517009408
8343.0,2639.0,771500966810099713
10601.0,5153.0,771380798096281600
0.0,7566.0,771171053431250945
9248.0,2967.0,771136648247640064
6307.0,1458.0,771102124360998913
6957.0,1678.0,771014301343748096
6957.0,1678.0,771014301343748096
4979.0,1216.0,770787852854652928
5235.0,1430.0,770772759874076672
5235.0,1430.0,770772759874076672
7414.0,1787.0,770655142660169732
6388.0,2125.0,770414278348247044
6307.0,1500.0,770293558247038976
0.0,3093.0,770093767776997377
7679.0,2322.0,770069151037685760
31705.0,9682.0,769940425801170949
6474.0,1696.0,769695466921623552
0.0,7814.0,769335591808995329
5454.0,1745.0,769212283578875904
14511.0,6589.0,768970937022709760
0.0,2705.0,768909767477751808
4241.0,899.0,768855141948723200
4168.0,1217.0,768609597686943744
5086.0,1293.0,768596291618299904
